place_name,place_category,rating,review_date,review_text,city_target,
Muelle de Los Muertos,atracción,1,03/08/2025,"Muy mala experiencia en Muelle de Los Muertos. No me pareció un sitio tan disfrutable. Encima, el tema de la limpieza bajó bastante la experiencia. Fuimos en plan tranquilo por la mañana. Conviene ir con tiempo y sin prisa. Yo me lo saltaría la próxima vez. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Hotel boutique en Zona Romántica,hotel,3,18/07/2025,"Pasar por Hotel boutique en Zona Romántica tuvo cosas buenas y otras mejorables. La estancia fue correcta, sin más. Lo mejor fue el servicio, pero el tema de la saturación de gente bajó bastante la experiencia. Fuimos con mis papás por la mañana. Nos movimos a pie sin complicarnos. No me arrepiento de haber ido. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Mismaloya,playa,4,26/11/2023,"Muy buena experiencia en Mismaloya. El agua estaba agradable. Además, honestamente, el tema de la limpieza destacó bastante. Fuimos en familia entre semana. Con calor fuerte conviene llevar agua y bloqueador. Me quedé con ganas de repetir. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Café del centro,café,4,21/03/2023,"Muy buena experiencia en Café del centro. El café estaba bien preparado. Además, para mí, el tema del servicio marcó una diferencia positiva. Fuimos en plan tranquilo en vacaciones. Entre semana se siente mucho más llevadero. Lo recomiendo sin problema. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Centro Histórico,barrio,5,01/11/2025,"De lo mejor del viaje fue Centro Histórico. Hay de todo a poca distancia. Además, la verdad, el tema del servicio marcó una diferencia positiva. Fuimos en familia de noche. Nos movimos a pie sin complicarnos. Lo recomiendo sin problema. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Playa Gemelas,playa,4,04/02/2024,"Buena visita a Playa Gemelas. La vista de la bahía se disfruta muchísimo. Además, en general, el tema de la relación calidad-precio destacó bastante. Fuimos con niños al mediodía. Entre semana se siente mucho más llevadero. Lo recomiendo sin problema. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,4,08/04/2024,"Buena visita a Isla del Río Cuale. Hay sombra en varios puntos. Además, para mí, el tema de la ubicación fue de lo mejor. Fuimos con amigos entre semana. En temporada alta imagino que cambia bastante. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,2,06/05/2023,"No terminé convencido con Restaurante frente al mar en Marina. La comida no compensó la espera. Encima, el tema del mantenimiento se notó bastante. Fuimos con niños al mediodía. Hay buenos puntos para tomar fotos. Yo me lo saltaría la próxima vez. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,5,20/06/2024,"Excelente visita a Paseo por Marina al atardecer. Se siente muy representativo de la ciudad. Además, honestamente, el tema del servicio sumó muchísimo. Fuimos en pareja de noche. El clima nos tocó a favor y eso mejoró todo. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,5,16/03/2025,"Volvería sin pensarlo a Paseo en lancha al atardecer. No se sintió apresurado. Además, la verdad, el tema de la relación calidad-precio estuvo muy bien. Fuimos con amigos al atardecer. Entre semana se siente mucho más llevadero. Sí regresaría. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,2,11/02/2026,"La visita a Muelle de Los Muertos me dejó dudas. No me dejó nada especial. Encima, el tema de la saturación de gente bajó bastante la experiencia. Fuimos en pareja por la mañana. La zona alrededor tiene bastante movimiento. Yo me lo saltaría la próxima vez. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,1,28/10/2025,"Terminamos molestos con Resort frente a la playa. El descanso fue malo. Encima, el tema del acceso bajó bastante la experiencia. Fuimos en pareja por la mañana. Fuimos temprano y se disfrutó más. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Parroquia de Nuestra Señora de Guadalupe,iglesia,3,16/12/2024,"Conocer Parroquia de Nuestra Señora de Guadalupe estuvo correcto, pero no me sorprendió. Tiene su encanto, aunque depende mucho del momento. Lo mejor fue el ambiente, pero el tema de la señalización bajó bastante la experiencia. Fuimos en plan tranquilo al mediodía. Hay buenos puntos para tomar fotos. Tiene potencial si cuidan algunos detalles. No fue perfecto, pero sí tuvo momentos rescatables.","Puerto Vallarta, Jalisco, México",
Playa Mismaloya,playa,5,10/09/2024,"Volvería sin pensarlo a Playa Mismaloya. Nos tocó una playa bastante disfrutable. Además, en general, el tema de la limpieza fue de lo mejor. Fuimos con mis papás entre semana. En temporada alta imagino que cambia bastante. Lo volvería a incluir en otro viaje. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Galería del Centro,galería,4,06/03/2023,"Muy buena experiencia en Galería del Centro. El espacio está bien montado. Además, la verdad, el tema de la ubicación fue de lo mejor. Fuimos en pareja al mediodía. Conviene ir con tiempo y sin prisa. Sí regresaría. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Playa Gemelas,playa,2,20/08/2023,"Playa Gemelas no me terminó de convencer. La experiencia fue incómoda casi todo el tiempo. Encima, el tema de la señalización fue lo más flojo. Fuimos con niños al mediodía. Nos movimos a pie sin complicarnos. Con varios cambios podría mejorar, pero hoy no lo recomendaría. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Playa Gemelas,playa,5,25/04/2023,"De lo mejor del viaje fue Playa Gemelas. La arena estaba mejor de lo que esperaba. Además, honestamente, el tema de la tranquilidad marcó una diferencia positiva. Fuimos en plan tranquilo en vacaciones. Nos movimos a pie sin complicarnos. Vale mucho la pena. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Tour gastronómico por el centro,tour,4,08/08/2023,"Muy buena experiencia en Tour gastronómico por el centro. No se sintió apresurado. Además, la verdad, el tema de la limpieza me dejó muy buena impresión. Fuimos solo de noche. Fuimos temprano y se disfrutó más. Lo recomiendo sin problema. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,3,13/04/2024,"Ir a Paseo en lancha al atardecer cumplió, aunque esperaba un poco más. La idea del tour es buena, pero le faltan detalles. Lo mejor fue la ubicación, pero el tema del acceso estuvo por debajo de lo esperado. Fuimos en pareja un domingo. Entre semana se siente mucho más llevadero. Está bien para conocerlo una vez. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Paseo en lancha al atardecer,tour,5,06/10/2024,"Quedé fascinado con Paseo en lancha al atardecer. El guía explicó todo con claridad. Además, para mí, el tema de la atención marcó una diferencia positiva. Fuimos con amigos por la mañana. Con calor fuerte conviene llevar agua y bloqueador. Lo volvería a incluir en otro viaje. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Paseo por Marina al atardecer,paseo,1,05/11/2023,"No recomiendo para nada Paseo por Marina al atardecer. Me costó encontrarle el gusto. Encima, el tema del ruido necesita mejorar. Fuimos en plan tranquilo un domingo. En temporada alta imagino que cambia bastante. No sentí que el costo o el tiempo se justificaran. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Mismaloya,playa,1,07/11/2024,"Fue una decepción total visitar Mismaloya. Había demasiada gente para relajarse. Encima, el tema del tiempo de espera estuvo por debajo de lo esperado. Fuimos en plan tranquilo al mediodía. Llegamos al atardecer y la luz ayudó muchísimo. No sentí que el costo o el tiempo se justificaran. Esperaba una experiencia mucho más cuidada.","Puerto Vallarta, Jalisco, México",
Muelle de Los Muertos,atracción,3,19/12/2025,"La vuelta por Muelle de Los Muertos fue bastante normal. Está bien para pasar, sin más. Lo mejor fue la relación calidad-precio, pero el tema del ruido estuvo por debajo de lo esperado. Fuimos con amigos un domingo. Nos movimos a pie sin complicarnos. Está bien para conocerlo una vez. La experiencia depende bastante del momento del día.","Puerto Vallarta, Jalisco, México",
Parque Lázaro Cárdenas,parque,5,11/01/2023,"Quedé fascinado con Parque Lázaro Cárdenas. Nos gustó para hacer una pausa. Además, en general, el tema de la tranquilidad superó lo esperado. Fuimos solo al atardecer. Con calor fuerte conviene llevar agua y bloqueador. Definitivamente volvería. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,5,15/03/2025,"Excelente visita a Tour en cuatrimoto. La logística salió mejor de lo esperado. Además, la verdad, el tema de la tranquilidad me dejó muy buena impresión. Fuimos en pareja un domingo. El clima nos tocó a favor y eso mejoró todo. Me quedé con ganas de repetir. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Tour en cuatrimoto,tour,4,26/12/2024,"Nos gustó bastante Tour en cuatrimoto. El recorrido estuvo bien armado. Además, para mí, el tema de la experiencia general superó lo esperado. Fuimos en pareja de noche. En temporada alta imagino que cambia bastante. Sí regresaría. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,4,08/11/2023,"Buena visita a Avistamiento de ballenas. La logística salió mejor de lo esperado. Además, honestamente, el tema de la tranquilidad destacó bastante. Fuimos en familia en vacaciones. Con calor fuerte conviene llevar agua y bloqueador. Lo recomiendo sin problema. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Bar con terraza en el Malecón,bar,4,01/06/2024,"Buena visita a Bar con terraza en el Malecón. La música acompañó sin molestar. Además, para mí, el tema de la relación calidad-precio me dejó muy buena impresión. Fuimos en plan tranquilo de noche. Conviene ir con tiempo y sin prisa. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Tour a Yelapa,tour,4,18/12/2023,"Buena visita a Tour a Yelapa. El recorrido estuvo bien armado. Además, para mí, el tema de la atención destacó bastante. Fuimos en familia en vacaciones. En temporada alta imagino que cambia bastante. Me quedé con ganas de repetir. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Playa Los Muertos,playa,4,12/10/2023,"Buena visita a Playa Los Muertos. El agua estaba agradable. Además, en general, el tema del servicio fue de lo mejor. Fuimos con niños de noche. Entre semana se siente mucho más llevadero. Es una parada muy recomendable. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Parroquia de Nuestra Señora de Guadalupe,iglesia,1,09/10/2023,"La peor parte del viaje fue Parroquia de Nuestra Señora de Guadalupe. Había demasiada gente para apreciarla bien. Encima, el tema de la organización terminó siendo un problema. Fuimos en pareja en vacaciones. Conviene ir con tiempo y sin prisa. Con varios cambios podría mejorar, pero hoy no lo recomendaría. La fama del lugar me hizo esperar bastante más.","Puerto Vallarta, Jalisco, México",
Zona Romántica,barrio,5,30/03/2024,"Excelente visita a Zona Romántica. Es de las zonas con más ambiente. Además, para mí, el tema de la vista superó lo esperado. Fuimos en plan tranquilo en vacaciones. Hay buenos puntos para tomar fotos. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Tour de tacos y mariscos,tour,1,07/10/2025,"Salí muy inconforme de Tour de tacos y mariscos. La logística fue mala desdel inicio. Encima, el tema del acceso dejó mucho que desear. Fuimos con niños en vacaciones. Conviene ir con tiempo y sin prisa. No sentí que el costo o el tiempo se justificaran. No sentí que el tiempo invertido valiera la pena.","Puerto Vallarta, Jalisco, México",
Centro Histórico,barrio,3,11/10/2025,"Mi visita a Centro Histórico estuvo bien, sin más. Está bien, sobre todo si te queda de paso. Lo mejor fue la relación calidad-precio, pero el tema del acceso necesita mejorar. Fuimos solo entre semana. En temporada alta imagino que cambia bastante. No me arrepiento de haber ido. Se disfruta más si vas con expectativas realistas.","Puerto Vallarta, Jalisco, México",
Resort frente a la playa,hotel,3,13/05/2024,"Mi visita a Resort frente a la playa estuvo bien, sin más. No estuvo mal, aunque esperaba más por el precio. Lo mejor fue la limpieza, pero el tema de la saturación de gente se notó bastante. Fuimos con amigos en vacaciones. Nos movimos a pie sin complicarnos. Puede gustarte más si eliges bien la hora. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Playa Los Muertos,playa,4,07/02/2025,"Buena visita a Playa Los Muertos. La vista de la bahía se disfruta muchísimo. Además, la verdad, el tema de la vista fue de lo mejor. Fuimos en plan tranquilo por la mañana. Con calor fuerte conviene llevar agua y bloqueador. Me quedé con ganas de repetir. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Playa Conchas Chinas,playa,4,21/07/2023,"Nos gustó bastante Playa Conchas Chinas. Nos tocó una playa bastante disfrutable. Además, para mí, el tema de la relación calidad-precio destacó bastante. Fuimos en familia entre semana. Conviene ir con tiempo y sin prisa. Definitivamente volvería. Todo se sintió bastante cómodo.","Puerto Vallarta, Jalisco, México",
Restaurante frente al mar en Marina,restaurante,4,31/12/2025,"En general nos fue bien en Restaurante frente al mar en Marina. La vista suma bastante a la experiencia. Además, para mí, el tema de la vista marcó una diferencia positiva. Fuimos en plan tranquilo por la mañana. La zona alrededor tiene bastante movimiento. Sí regresaría. Fue de esas visitas que te dejan buen sabor de boca.","Puerto Vallarta, Jalisco, México",
Zona Romántica,barrio,1,07/06/2023,"Fue una decepción total visitar Zona Romántica. La experiencia no fue tan agradable a pie. Encima, el tema del acceso dejó mucho que desear. Fuimos con niños al mediodía. Hay buenos puntos para tomar fotos. No volvería así como está. Hay mejores alternativas para aprovechar el día.","Puerto Vallarta, Jalisco, México",
Isla del Río Cuale,parque,5,04/03/2023,"Excelente visita a Isla del Río Cuale. Hay sombra en varios puntos. Además, honestamente, el tema de la atención me dejó muy buena impresión. Fuimos en plan tranquilo en vacaciones. Fuimos temprano y se disfrutó más. Vale mucho la pena. Nos quedamos con ganas de volver con más tiempo.","Puerto Vallarta, Jalisco, México",
Avistamiento de ballenas,tour,4,01/08/2023,"Muy buena experiencia en Avistamiento de ballenas. La logística salió mejor de lo esperado. Además, la verdad, el tema de la relación calidad-precio marcó una diferencia positiva. Fuimos con amigos de noche. Nos movimos a pie sin complicarnos. Definitivamente volvería. Se nota cuando un lugar está bien llevado.","Puerto Vallarta, Jalisco, México",
Playa Colomitos,playa,4,24/07/2024,"Muy buena experiencia en Playa Colomitos. La vista de la bahía se disfruta muchísimo. Además, la verdad, el tema de la relación calidad-precio destacó bastante. Fuimos con niños por la mañana. Con calor fuerte conviene llevar agua y bloqueador. Es una parada muy recomendable. Incluso con gente, se pudo disfrutar bastante.","Puerto Vallarta, Jalisco, México",
Excursión a las cascadas,tour,3,03/01/2026,"Mi visita a Excursión a las cascadas estuvo bien, sin más. Hubo partes entretenidas y otras flojas. Lo mejor fue el ambiente, pero el tema de la señalización bajó bastante la experiencia. Fuimos en familia en vacaciones. La zona alrededor tiene bastante movimiento. No fue espectacular, pero tampoco un desperdicio. Con unos ajustes podría mejorar muchísimo.","Puerto Vallarta, Jalisco, México",
Jardín Botánico de Vallarta,jardín,2,03/06/2025,"Esperaba bastante más de Jardín Botánico de Vallarta. No me pareció tan bien cuidado. Encima, el tema del acceso se notó bastante. Fuimos con niños un domingo. Conviene ir con tiempo y sin prisa. Yo me lo saltaría la próxima vez. Me fui con la sensación de que pudo estar mucho mejor.","Puerto Vallarta, Jalisco, México",
