Lugar,Estrellas,Comentario,Tiempo,Red_Social,,,,,
Riviera Nayarit,5,"Playa limpia, extraordinarias vistas, buen servicio en restaurantes, gente hospitalaria y alegre. Mar de tonos verdes y azules intensos, invitan a la relajación y meditación personas respetuosas que interfieren. Precios accesibles para todos. Conocido como San Pancho, su nombre originario es San Francisco. En este pequeño poblado costero pueden vivir tranquilos los y los extranjeros. Sugerencia para las autoridades acceso desde la carretera caminando por banquetas en mejor estado y retiro de toda la basura.",Hace 4 años,maps,,,,,
Riviera Nayarit,4,Puestas de sol hermosas. Playa muy limpia y la gente muy amable.,Hace 3 años,maps,,,,,
Riviera Nayarit,4,"Es una playa muy linda, muy limpia y los locales son muy amables. Lo único que hay que tomar en cuenta, es que el oleaje es fuerte, ideal para surf o personas que nadan muy bien. No me agradó para los niños y tampoco ví salvavidas o personal de rescate.",Hace 5 años,maps,,,,,
Riviera Nayarit,5,pueblo mágico donde ahí playa limpia y comida variada bonito lugar para caminar y conocer,Hace 5 años,maps,,,,,
Riviera Nayarit,4,Es un lugar muy lindo para relajarse y tomar el sol.,Hace 9 años,maps,,,,,
Riviera Nayarit,5,Hermosa playa un buen lugar para descansar,Hace 8 años,maps,,,,,
Riviera Nayarit,5,"Hermoso lugar, acampada y sobre todo unas olas hermosas...",Hace 6 años,maps,,,,,
Riviera Nayarit,1,"Pésimo lugar, no se los recomiendo para nada pésimo servicio por parte de todos los habitantes del pueblo, y si les dices algo se ponen muy agresivos no se los recomiendo. Todo te quieren cobrar y te piden un consumo mínimo por persona, de lo contrario no puedes estar en los restaurantes.",Hace un año,maps,,,,,
Riviera Nayarit,5,La playa y su pueblo muy bonito,Hace 5 meses,maps,,,,,
Riviera Nayarit,3,Muy linda...pero no me gustó que este lleno de sombrillas para el alquiler...debió ser un pueblo hermoso y ahora está extremadamente explotado..se le fuenla esencia que debió tener hace 15 años,Hace un año,maps,,,,,
Riviera Nayarit,5,"¡Es un paraíso! Súper limpio y espacioso, con una pequeña laguna ideal para observar aves. Los restaurantes frente al mar te hacen sentir como en un paraíso tropical... ¡y lo estás! Las olas pueden ser fuertes a veces, así que asegúrate de nadar o surfear con alguien.",Hace 7 años,maps,,,,,
Riviera Nayarit,5,Un lugar tranquilo muy bonito,Hace un año,maps,,,,,
Riviera Nayarit,5,"Es mi playa favorita! Súper limpia, muy bonita, por la tarde es excelente para practicar surf. Espero que no se llene de muchos lugares para rentar porque entonces le quitarán lo bello a la playa. El agua es tibia y de un color azul Más",Hace 6 años,maps,,,,,
Riviera Nayarit,5,"Es un lugar increible en todo sentido, paisaje, comida, vida nocturna, todo excelente y acogedor",Hace 8 años,maps,,,,,
Riviera Nayarit,5,"Playa tranquila, sin tanta gente. Te rentan camastros, sillas, sombrilla y todo",Hace 7 años,maps,,,,,
Riviera Nayarit,5,"Playa preciosa. Fuimos en enero y el oleaje no está tranquilo, está algo bravo, no es apto para niños pero Si buscas relajarte y estar lejos de tanta gente visita San Pancho. Pueblo sencillo pero con encanto.",Hace 3 años,maps,,,,,
Riviera Nayarit,4,"Es una playa bonita, muy tranquila, el pueblo es pequeño, hay varios extranjeros por las calles, seguro por qué son atraídos por la simplicidad del lugar y también por qué se hace surf en esa zona. Le pongo 4 estrellas por qué las olas están muy fuerte ahí.",Hace 5 años,maps,,,,,
Riviera Nayarit,5,"Es una playa tranquila y pequeña con poca gente, pocos hoteles, hay más bungalows, poco a poco irá creciendo por lo que se ve tiene temporadas de que el mar está muy picado y la playa toma diferentes formas de acuerdo los meses de año. Pero para descansar está muy bien.",Hace 6 años,maps,,,,,
Riviera Nayarit,5,"Es mi playa favorita! Súper limpia, muy bonita, por la tarde es excelente para practicar surf. Espero que no se llene de muchos lugares para rentar porque entonces le quitarán lo bello a la playa. El agua es tibia y de un color azul hermoso. No se van a arrepentir de visitarla. Hay varios restaurantes a la orilla de la playa que te venden comida y bebida.",Hace 6 años,maps,,,,,
Riviera Nayarit,4,"Gran ciudad de playa lugar para surfear, es un pequeño lugar para romper la playa.",Hace 6 años,maps,,,,,
Riviera Nayarit,5,Excelente pueblo y playa. Ojalá logren combatir el desarrollo descontrolado para que conserve su encanto y evite el desastre de Sayulita.,Hace 8 años,maps,,,,,
Riviera Nayarit,5,"Este lugar es precioso. Hay algunos turistas estadounidenses y estadounidenses con tiendas que hablan ambos idiomas. Es un pueblito moderno. Estuve aquí menos de dos horas, pero pienso volver pronto. Las obras de arte están hechas a mano y son preciosas. Compré algunos anillos y joyas de cuentas.",Hace 7 años,maps,,,,,
Riviera Nayarit,5,Un lugar muy bonito y tranquilo para estar con la familia,Hace 7 años,maps,,,,,
Riviera Nayarit,5,Superplaya para encontrar tranquilidad y un pueblo muy anfitrión. Una buena experiencia que hay que vivir,Hace 6 años,maps,,,,,
Riviera Nayarit,5,Pueblo encantador pintoresco y agradable rodeado de diferentes opciones para comer y comprar artesanías locales.,Hace 6 años,maps,,,,,
Riviera Nayarit,5,Un increíble lugar para vivir,Hace 6 años,maps,,,,,
Riviera Nayarit,5,Me gustó bastante Me encantó de hoy en adelante será estación obligada cada vez que vaya a Vallarta,Hace 11 meses,maps,,,,,
Riviera Nayarit,5,Mar abierto pero muy bonita playa,Hace 7 años,maps,,,,,
Riviera Nayarit,4,"Padre el lugar limpio y barato, obvio es México",Hace 5 años,maps,,,,,
Riviera Nayarit,4,"Algo de basura en la playa, aún con tanto letrero que pide de favor cuidarla",Hace 6 años,maps,,,,,
Riviera Nayarit,5,"Me quede en una casa de campaña y la experiencia fue muy buena, especialmente por ser la primera vez. El lugar es muy tranquilo, ideal para descansar y conectar con la naturaleza. Además, la gente es muy amable y te hace sentir bienvenido desde el inicio. El camping cuenta con regaderas, baños y una cocina, lo cual ayudó muchísimo y hizo la estancia mucho más cómoda. Sin duda es un lugar ideal para quienes quieren iniciar en el camping sin perder comodidad ¡Totalmente recomendable!Servicio 5Ubicación 5",Hace 2 meses,maps,,,,,
Riviera Nayarit,4,"El lugar para acampar esta bn, para los que no son tan delicados, tienes todos los servicios, cocina donde tienen todos los utensilios, espacio, para cocinar, 5 regaderas, dos baños, donde tender tus prendas húmedas etc, la vdd no te falta nada, solo falta mejorar la rampa que está en la zona que tiene mas privacidad, y hacer un camino donde no allá mucha terracería para cuando nos salimos de bañar, pero de ahí en más, modestamente hay todo lo necesario, y las personas encargadas son muy amables, la vdd si lo recomiendo. La playa San Pancho está a 5 min del camping. La playa esta hermosa.Servicio 5Ubicación 5",Hace 2 meses,maps,,,,,
Riviera Nayarit,5,"Such a serene place, its hard to do it justice with words and pictures. If youre seeking something a bit more rustic and natural, this is your place. I have to give a special shout out to the staff so accommodating. I would go back in a heartbeat Más",Hace un mes,maps,,,,,
Riviera Nayarit,5,"Me he hospedado 2 veces en el camping, es un sitio dónde de verdad puedes descansar y relajarte. Me gusta la comunidad a la que llegas y lo bien que te reciben y te hace parte. 100010 las hamacas y el área para fumar 3",Hace 3 meses,maps,,,,,
Riviera Nayarit,5,"Yo pasé más de tres semanas acampando aqui en San Pancho y fue incredible! Todos aqui fueron muy amables y generosos. Disfruté del ambiente relajado pero también social, y las conversaciones con todos. Recomiendo este lugar a todos los viajeros que buscan de una experiencia única. Más",Hace 3 meses,maps,,,,,
Riviera Nayarit,5,"El lugar me gustó mucho. Estacionamiento amplio, el lugar muy tranquilo, los anfitriones muy amables, el lugar muy limpio en general los baños la cocina, las regaderas. Una bonita experiencia. Más",Hace un mes,maps,,,,,
Riviera Nayarit,5,"Muy lindo lugar en la naturaleza, con perros super amistosos y anfitriones muy amables, cocina compartida y espacio común hasta con sofá, muy comodo 100 recomendado Más",Hace 3 meses,maps,,,,,
Riviera Nayarit,5,"Manejan precios super accesibles, ,tienen un buen espacio para el camping el ambiente es muy bonito y de confianza y las regaderas son bastante privadas. Muy recomendable. Más",Hace 4 meses,maps,,,,,
Riviera Nayarit,5,"Es un lugar tan sereno que es difícil hacerle justicia con palabras e imágenes. Si buscas algo más rústico y natural, este es tu lugar. Quiero destacar especialmente al personal tan atento. Volvería sin dudarlo.Servicio 5Ubicación 5",Hace un mes,maps,,,,,
Riviera Nayarit,5,"Yo pasé más de tres semanas acampando aqui en San Pancho y fue incredible! Todos aqui fueron muy amables y generosos. Disfruté del ambiente relajado pero también social, y las conversaciones con todos. Recomiendo este lugar a todos los viajeros que buscan de una experiencia única.Habitaciones 5Servicio 5Ubicación 5",Hace 3 meses,maps,,,,,
Riviera Nayarit,5,"El lugar me gustó mucho. Estacionamiento amplio, el lugar muy tranquilo, los anfitriones muy amables, el lugar muy limpio en general los baños la cocina, las regaderas. Una bonita experiencia.Tipo de viajeVacacionesHabitaciones 5Servicio 5Ubicación 4HabitacionesPuedes elegir donde instalar tu casa de campaña.Actividades cerca de mi ubicaciónRenta de tablas de surfPosibilidad de caminarCon claridad en el día puedes caminar por los alrededores, buscar camino al pueblo e ir a la playa.Aspectos destacados del hotelTranquilo, Apto para niños y Buen precio",Hace un mes,maps,,,,,
Riviera Nayarit,5,"Es un espacio tranquilo, cuenta con todos los servicios, todo el personal súper amable y buena onda, Precios accesibles cerca de la avenida principal. Más",Hace 4 meses,maps,,,,,
Riviera Nayarit,4,"Una excelente opción y accesible, con varias playas cercanas. Solo ya no cuenta con pezca o no nos toco por el temporal, es una muy buena opción. Más",Hace 2 meses,maps,,,,,
Riviera Nayarit,5,"Un lugar apacible tranquilo, para conectar con naturaleza y descansar a 15 min de la playa para disfrutar de los mejores atardeceres. Más",Hace un mes,maps,,,,,
Riviera Nayarit,5,"Lugar súper tranquilo, excelente para el camping alejado del ruido, pero si vas con onda de enfiestar también ofrecen experiencias, la recepción a todo dar, todos relax y muy amables.3 Estuve poco tiempo, pero definitivamente volveré, es todo friendly . Más",Hace un año,maps,,,,,
Riviera Nayarit,5,"I feel so thankful to have landed here thanks to a recommendation from a friend! I thoroughly enjoyed my eleven night stay here, and would have extended more if time permitted! I wish every campsite in Mexico were this cool! The property Más",Hace un año,maps,,,,,
Riviera Nayarit,4,"El lugar es muy cómodo, la atención es muy hogareña y el ambiente muy genial. Tienen una cocina con refri, parrilla de inducción y trastes que ponen a tu disposición para que puedas preparar tus alimentos. Más",Hace 2 años,maps,,,,,
Riviera Nayarit,5,No existe mejor camping en san pancho que esté !! Lo recomendó para vivir y hospedarte un par de días Más,Hace 4 meses,maps,,,,,
Riviera Nayarit,2,Unfortunately we did not have a good stay at Camping San Pancho. We fully understand that it was going to be a rough and ready camping experience Más,Hace 2 años,maps,,,,,
Riviera Nayarit,5,La gente muy amable. Se siente muy buena vibra en el lugar. Lo recomiendo mucho. Yo llevaba una tienda para acampar y me cobraron 150.00 pesillos la noche costo por persona. También tienen la opción de prestarte alguna en caso de que no Más,Hace 2 años,maps,,,,,
Riviera Nayarit,5,Nice peaceful location with cool guys. We had a relaxing night of sleep in our Van Más,Hace un año,maps,,,,,
Riviera Nayarit,5,"Muy lindo lugar en la naturaleza, con perros super amistosos y anfitriones muy amables, cocina compartida y espacio común hasta con sofá, muy comodo 100 recomendadoTipo de viajeVacacionesGrupo de viajeViajero solitarioServicio 5Ubicación 5Aspectos destacados del hotelTranquilo, Apto para niños y Buen precio",Hace 3 meses,maps,,,,,
Riviera Nayarit,5,"Manejan precios super accesibles, ,tienen un buen espacio para el camping el ambiente es muy bonito y de confianza y las regaderas son bastante privadas. Muy recomendable.Servicio 5Ubicación 5",Hace 4 meses,maps,,,,,
Riviera Nayarit,4,"Una excelente opción y accesible, con varias playas cercanas. Solo ya no cuenta con pezca o no nos toco por el temporal, es una muy buena opción.Tipo de viajeVacacionesViaje en grupoFamiliaHabitaciones 4Servicio 5Ubicación 5HabitacionesComo tal, no use habitaciones fue camping y todo muy bien, áreas limpias y cuidadas en su mayoría.Actividades cercanasMucho por hacer en San Pancho y en las playas cercanas, como los Ayala, Guayabitos y SayulitaSeguridadTodo bien, incluso si había algo que olvidaras tienen un espacio para dejar las cosas que son de otros y que se recuperen, todo en orden.Viabilidad peatonalAl ser concepto de camping todo es de tierra y arena, si algo mejoraría tal vez sería caminos de cemento o de algún material, sin que pierda el concepto de campingComida y bebidaAl haber lugares para cocinar, nosotros preparamos nuestra propia comida y súper las opciones, hay asadores, cocinar, etc.Detalles importantesCuenta con servicio de Wifi, fogateros y una muy buena disposición de los anfitriones para ayudarte a tener una experiencia muy buena, felicidades a Daniel y gracias por la atenciones.Aspectos destacados del hotelBuenas vistas, Romántico, Tranquilo y Buen precio",Hace 2 meses,maps,,,,,
Riviera Nayarit,5,"Un lugar apacible tranquilo, para conectar con naturaleza y descansar a 15 min de la playa para disfrutar de los mejores atardeceres.Tipo de viajeVacacionesViaje en grupoSoloaServicio 5Ubicación 5SeguridadSeguridad al cien.Viabilidad peatonalPuedes hacer caminata, sobre el río o para ir a la playaAspectos destacados del hotelTranquilo y Buen precio",Hace un mes,maps,,,,,
Riviera Nayarit,5,"Lugar súper tranquilo, excelente para el camping alejado del ruido, pero si vas con onda de enfiestar también ofrecen experiencias, la recepción a todo dar, todos relax y muy amables.3 Estuve poco tiempo, pero definitivamente volveré, es todo friendly .Tipo de viajeVacacionesViaje en grupoSoloaHabitaciones 4Servicio 5Ubicación 5Aspectos destacados del hotelTranquilo y Buen precio",Hace un año,maps,,,,,
Riviera Nayarit,5,"Me siento muy agradecida de haber llegado aquí ¡gracias a la recomendación de una amiga!. Disfruté muchísimo de mi estancia de once noches y me habría quedado más si el tiempo me lo hubiera permitido. ¡Ojalá todos los campings de México fueran así de geniales! La propiedad es realmente encantadora, espaciosa y con árboles a la sombra, con una decoración encantadora, hamacas, una fogata increíble, una cocina bien equipada, un lavabo, internet satelital de primera, baños limpios y una ubicación ideal a las afueras del pueblo. Está junto a un río bonito y limpio y está a unos cinco minutos a pie de la parada principal de autobús y a veinte minutos de la playa. Me encanta que se sienta hogareño, local y auténticamente mexicano, con vecinos amables, gallos cantando por las mañanas, dos perros traviesos vigilando y recibiendo a los recién llegados, y la incansable generosidad de la maravillosa y dedicada anfitriona. Aprecié mucho el esfuerzo de Romina por asegurarse de que el camping estuviera impecablemente limpio y que todos los huéspedes se sintieran cómodos ¡incluso me prestó una alfombra para poner fuera de mi tienda, una garrafa de veinte litros para agua potable y una manta térmica para las noches frescas! Entre ella, el simpático voluntario David y los demás campistas y huéspedes del hostal, me sentí muy seguro y relajado. No está muy lejos de la carretera, así que a veces por la noche se oye pasar un camión semirremolque, y, por supuesto, al estar en una zona residencial, a veces se oye música o se huele basura quemándose en una propiedad cercana. Pero gracias a la distribución rústica, la vegetación y la fauna como todo tipo de hermosas aves e iguanas, se disfruta de una buena dosis de naturaleza. ¡Quizás pronto añadan algunos elementos más ecológicos como una pila de composta y filtración natural de agua! Para una experiencia de camping o hostal asequible, cómoda y agradable en San Pancho, ¡recomiendo ampliamente este lugar!Tipo de viajeVacacionesViaje en grupoSoloaHabitaciones 5Servicio 5Ubicación 5Aspectos destacados del hotelTranquilo y Buen precio",Hace un año,maps,,,,,
Riviera Nayarit,4,"El lugar es muy cómodo, la atención es muy hogareña y el ambiente muy genial. Tienen una cocina con refri, parrilla de inducción y trastes que ponen a tu disposición para que puedas preparar tus alimentos. Los bañitos están bien para ser un lugar para acampar. Puedes rentar por día, semana o mes. Me sentí segura. Una excelente opción para acampar y para vivir unos meses si andas de rol.Habitaciones 5Servicio 5Ubicación 4Aspectos destacados del hotelTranquilo y Buen precio",Hace 2 años,maps,,,,,
Riviera Nayarit,5,No existe mejor camping en san pancho que esté !! Lo recomendó para vivir y hospedarte un par de díasHabitaciones 5Servicio 5Ubicación 5,Hace 4 meses,maps,,,,,
Riviera Nayarit,2,"Lamentablemente, nuestra estancia en el Camping San Pancho no fue buena. Entendemos perfectamente que la experiencia de acampar sería rústica y agradecemos haber pagado un precio relativamente bajo en comparación con otras opciones de alojamiento en San Pancho. Dicho esto, a nuestra llegada, la madre del dueño nos recibió amablemente y nos comentó que a su hijo el dueño le gusta socializar con sus amigos en el centro del camping No esperábamos que esto significara que el hijo y sus amigos sin la presencia de los demás huéspedes se sentaran a beber y escuchar música junto a todas las tiendas de campaña hasta las 2 de la madrugada. Desde nuestro punto de vista, esta prioridad nos pareció extraña, y aunque puede que haya sido un caso aislado, solo podemos opinar basándonos en nuestra experiencia, que fue decepcionante debido a la extraña falta de consideración del anfitrión hacia sus huéspedes. Además, teniendo en cuenta que el lugar acababa de abrir, el estado de la cocina compartida era pésimo, con cientos de moscas en la encimera y en los armarios. Nos hemos alojado en otros lugares con cocinas al aire libre y nunca habíamos visto nada parecido. La respuesta de los dueños fue que eso o que simplemente era parte de acampar. El baño también estaba asqueroso no había papel higiénico, había ropa interior vieja y pastillas de jabón con pelos tiradas por todas partes. Al revisar otras reseñas de 5 estrellas en Google sobre este lugar, cuesta creer que sean de huéspedes reales, sino más bien de amigos de los dueños. Recomendamos encarecidamente hacer lo que hicimos nosotros al final y gastar un poco más para alojarse en uno de los hostales.Tipo de viajeVacacionesViaje en grupoParejaHabitaciones 1Servicio 1Ubicación 3",Hace 2 años,maps,,,,,
Riviera Nayarit,5,"La gente muy amable. Se siente muy buena vibra en el lugar. Lo recomiendo mucho. Yo llevaba una tienda para acampar y me cobraron 150.00 pesillos la noche costo por persona. También tienen la opción de prestarte alguna en caso de que no lleves. Ambiente tranquilo, sencillo, natural y sin tanto rollo. ¡Bien para conectar uno mismo! Es un lugar sencillo, con características sencillas. No esperes un super lujo en instalaciones, por algo es más rollo camping. ¡Solo para aventurers! ¡Chévere, me encantó! Tipo de viajeVacacionesViaje en grupoParejaServicio 4Ubicación 5SeguridadTodos son muy amables. Me sentí segura en todo sentido. Detalles importantesCocina al aire libre. Chela. ConvivenciaAspectos destacados del hotelTranquilo",Hace 2 años,maps,,,,,
Riviera Nayarit,5,"Un lugar tranquilo y agradable con gente muy simpática. Dormimos plácidamente en nuestra furgoneta. No se preocupen por el camino. Estaba inundado cuando llegamos, pero no hubo problema. También pueden contactarlos por WhatsApp son muy amables.Tipo de viajeVacacionesViaje en grupoParejaUbicación 5Aspectos destacados del hotelTranquilo",Hace un año,maps,,,,,
Riviera Nayarit,5,"Muy amistoso el lugar, me recibieron como si me conocieran, se ofrecieron a ayudar con la preparación de mi campamento, la plática en la noche con la fogata es muy amena y relajante, se conoce gente agradable de todas partes del mundo. La Más",Hace 2 años,maps,,,,,
Riviera Nayarit,5,"Awesome spot filled with lovely people, Ill be back!Habitaciones 5 Más",Hace 2 meses,maps,,,,,
Riviera Nayarit,4,"Un lugar muy bonito y te hacen sentirte en confianza, solo que yo lleve a mi perrita y en el lugar tienen otros perritos uno de ellos que es un pastor belga se puso muy agresivo con mi perrita al grado de casi subirse a mi carro cosa que Más",Hace un año,maps,,,,,
Riviera Nayarit,5,"Encantado de acampar en este lugar, desde que llegamos nos recibieron con amabilidad, buena vibra y brazos abiertos, cuentan con cocina, baños, comedor, hamacas, incluso algunas pesas y aparatos para hacer ejercicio y lo mejor de todo, el Más",Hace un año,maps,,,,,
Riviera Nayarit,5,"Es un lugar muy tranquilo si lo que buscas es paz, te reciben de la manera más atentan, estas a 5 minutos de la playa caminando, los servicios son excelentes, quede enamorado del lugar 10 de 10 Más",Hace un año,maps,,,,,
Riviera Nayarit,1,Muy mal camping la verdad no lo recomiendo para viajar en pareja o familia te da inseguridad el lugar y las personas que hay ahi no te dan confianza si vas en el plan de amigos y a fumar marihuana quizás deberían de arreglarlo bien el lugar y el camino para llegar ahi Más,Hace un año,maps,,,,,
Riviera Nayarit,5,"Excelente camping para pasarla suave con amigos y familia , tienen internet starlink lo cual me gusto por que trabajo desde ahí , recomendado 10 de 10 y lo mejor desde 150 pesitos Más",Hace un año,maps,,,,,
Riviera Nayarit,5,"Lugar perfecto para acampar ,es seguro y completamente familiar, tiene una cocina compartida bien equipada, y los encargados son muy amables, totalmente pero friendly 100recomendado Más",Hace 2 años,maps,,,,,
Riviera Nayarit,5,"Un excelente lugar para relajarte y escapar de la rutina. Me encantó el lugar, el desayuno y el trato que recibimos. Muy recomendado, sin duda volveremos muy pronto.",Hace 2 años,maps,,,,,
Riviera Nayarit,5,... Lo más hermoso y relajante de la zona .. rodeado de exuberante vegetación.!!! Me encantó que cuídan el entorno natural al cien !!! Tan cerca de la playa disfrutando los atardeceres más espectaculares,Hace 2 años,maps,,,,,
Riviera Nayarit,5,"Muy amistoso el lugar, me recibieron como si me conocieran, se ofrecieron a ayudar con la preparación de mi campamento, la plática en la noche con la fogata es muy amena y relajante, se conoce gente agradable de todas partes del mundo. La playa San pancho está muy cerca, los atardeceres son hermosos, Sayulita y guayabitos están a menos de 30 min lo cual lo hace perfecto para ser base del viaje . Recomendable para bikers, me permitieron ingresar con moto y dejarla a un lado de mi tienda, Si regresoTipo de viajeVacacionesViaje en grupoSoloaHabitaciones 5Servicio 5Ubicación 5Aspectos destacados del hotelTranquilo y Buen precio",Hace 2 años,maps,,,,,
Riviera Nayarit,5,"Un lugar increíble lleno de gente encantadora, ¡volveré!Habitaciones 5Servicio 5Ubicación 5",Hace 2 meses,maps,,,,,
Riviera Nayarit,5,Gran paseo por la playa y la jungla.,Hace un mes,maps,,,,,
Riviera Nayarit,5,"Una playa muy tranquila, el agua muy limpia y también todo el lado de la playa muy limpia, la pasamos muy agusto y mi perrita se divirtió muchísimo",Hace 11 meses,maps,,,,,
Riviera Nayarit,5,"Playa increíble en San Pancho. En el centro, hacia el pueblo, encontrarás muchas sombrillas y sillas que puedes alquilar, incluyendo servicio de comida y bebida. Al caminar un poco hacia la izquierda, hay menos gente. Más allá, a la izquierda, encontrarás un poco de sombra natural bajo los árboles y el agua está un poco menos agitada, ideal para niños. Al caminar hacia la derecha, también hay menos gente hay algunas villas, resorts y un club de playa.",Hace 3 años,maps,,,,,
Riviera Nayarit,5,"Me encanta esta playa, está limpia se disfruta mucho todo, hay muchas cosas que ver y que comprar, lugares ricos para comer o tomar algo y el atardecer se ve increíble",Hace 4 meses,maps,,,,,
Riviera Nayarit,3,"Mar agitado, pero bonita la playa.",Hace 3 meses,maps,,,,,
Riviera Nayarit,5,Hermoso lugar y su gente muy agradable. La playa con unas olas que se prestan para surfear y nadar. Ya invadido por muchos extranjeros ya va por el camino de un sayulita,Hace 2 años,maps,,,,,
Riviera Nayarit,5,"Amooooo, amooo esta plata es una playa hermosa, limpia, clima hermoso. Puedes pasar momento relajantes mientras la arena toca tus pies. Me gusta mucho es de mis favoritas",Hace 3 años,maps,,,,,
Riviera Nayarit,4,"Una hermosa playa para realizar tu sueño de camping, ojo con las personas que te quieren cobrar por acampar, la playa es gratis y publica no te deben pedir dinero ni tampoco que te retires, en lo personal me entristece saber que las playas cada vez son más peligrosas y sucias",Hace 3 años,maps,,,,,
Riviera Nayarit,4,"Le hacen falta accesos para personas en silla de ruedas, baños públicos y regaderas para usar al salir del mar. La limpieza es buena y el paisaje muy agradable, espero que la sigan cuidando",Hace 5 años,maps,,,,,
Riviera Nayarit,5,Es agradable y limpia con una área buena para nadar con una marea tranquila para los niños,Hace 7 meses,maps,,,,,
Riviera Nayarit,5,Un lugar con pocas personas y agradable. Hoy las olas un poco altas pero nada mal.,Hace 5 años,maps,,,,,
Riviera Nayarit,5,Mucho espacio de arena!,Hace 2 meses,maps,,,,,
Riviera Nayarit,5,"Un lugar tranquilo y relajado, excelente lugar para traer a los perros",Hace 5 años,maps,,,,,
Riviera Nayarit,5,"Great beach, good food access nearby. If you get to the southern end of the beach, your children can play in the nice rolling waves. Town is cute, cleaner than most friendly.",Hace 4 años,maps,,,,,
Riviera Nayarit,5,El mejor lugar del mundo en un rinconcito tan pequeño cx,Hace 6 años,maps,,,,,
Riviera Nayarit,5,"Excelente playa muchos extranjeros la visitan, la gente de ahí es muy agradable, el mar nos regala una vista panorámica bastante extensa unas olas increíbles ... También hay personas practicando el Surf qué de igual manera nos ofrecen un espectáculo de",Hace 2 años,maps,,,,,
Riviera Nayarit,5,Muy bello pueblo y tranquilo,Hace 4 años,maps,,,,,
Riviera Nayarit,5,Una playa muy tranquila y bonita Oleaje alto,Hace un año,maps,,,,,
Riviera Nayarit,5,"Excelente playa, con buen acceso a restaurantes cerca. Si llegas al extremo sur de la playa, tus hijos pueden jugar en las agradables olas. El pueblo es bonito y más limpio que la mayoría de los lugares acogedores.",Hace 4 años,maps,,,,,
Riviera Nayarit,5,"Pequeña playita, no tan concurrida como la Playa aledaña de San Pancho, lo cual podría ser positivo para relajarse al caminar un poco más hacia la izquierda si es que se ve el mar de la playa de San Pancho de frente.",Hace 4 años,maps,,,,,
Riviera Nayarit,5,"Excelente playa, bien para estar tranquilo y sin preocuparse del alto oleaje, no hay nada, así que es mejor prepararse, hay que caminar desde San pancho, se disfruta",Hace 4 años,maps,,,,,
Riviera Nayarit,5,"Pueblo a lado del mar. Muy pequeño, está a 10 minutos de Sayulita. Hay muchas opciones de hospedaje, algunas muy caras pero hay algunas opciones baratas. La comida en general es un poco cara",Hace 3 años,maps,,,,,
Riviera Nayarit,5,"La playa es hermosa y el pueblo, mucho arte y belleza femeninas deportes acuáticos y es un lugar donde es permitido el cannabis jejeje por lo que no recomiendo que lleven pequeñines,,",Hace 5 años,maps,,,,,
Riviera Nayarit,5,Muy lindo ojalá cuando me retire pueda vivir allí si es que hay un lote lo único malo que veo es que se vendan los lotes en dólares y un precio muy elevado ojalá también nos den la oportunidad a los paisanos que pasamos toda una,Hace 5 años,maps,,,,,
Riviera Nayarit,4,I took my son there for a surf lesson. He really enjoyed it and his instructor got him standing on the board and catching some waves...,Hace 4 años,maps,,,,,
Riviera Nayarit,5,"Me encanta, es bellísimo el lugar, el mar es cálido y tiene muy buenas olas para surfear.",Hace 4 años,maps,,,,,
Riviera Nayarit,5,La playa más bonita de San Pancho. ¡No dejemos que la privaticen y la conviertan en playa privada para los desarrollos hoteleros!,Hace 2 años,maps,,,,,
Riviera Nayarit,4,"Excelente playa, muy tranquila ideal para nadar",Hace 4 años,maps,,,,,
Riviera Nayarit,5,Muy bonita lo mejor de san Pancho,Hace 11 meses,maps,,,,,
Riviera Nayarit,5,"Excelente playa muchos extranjeros la visitan, la gente de ahí es muy agradable, el mar nos regala una vista panorámica bastante extensa unas olas increíbles ... También hay personas practicando el Surf qué de igual manera nos ofrecen un espectáculo de",Hace 2 años,maps,,,,,
Riviera Nayarit,5,"Pequeña playita, no tan concurrida como la Playa aledaña de San Pancho, lo cual podría ser positivo para relajarse al caminar un poco más hacia la izquierda si es que se ve el mar de la playa de San Pancho de frente. Lo negativo es que está un poco más descuidada que la de San Pancho, supongo que sobre todo porque no es tan turística. Hay una estación cercana de barcos pesqueros un poco descuidada, pero que le da un toque rústico al lugar. Cerca también hay un pequeño cerrito donde sobrevuelan aves diversas y hay también un conjunto de piedras diversas apiladas interesantes.",Hace 4 años,maps,,,,,
Riviera Nayarit,4,Llevé a mi hijo allí a una clase de surf. Le encantó y su instructor consiguió que se pusiera de pie sobre la tabla y cogiera algunas olas...,Hace 4 años,maps,,,,,
Riviera Nayarit,5,"Muy bonita playa, excelente para la puesta de sol",Hace 4 años,maps,,,,,
Riviera Nayarit,5,"Hermoso lugar para vacacionar, los alimentos muy ricos.",Hace 5 años,maps,,,,,
Riviera Nayarit,5,"Bonita playa, sin tanta ola!!!",Hace 2 años,maps,,,,,
Riviera Nayarit,5,"Hermosa playa ,me encanta",Hace 2 años,maps,,,,,
Riviera Nayarit,4,Bonito lugar para descansar y un buen baño,Hace 4 años,maps,,,,,
Riviera Nayarit,5,Bonita y relajante alejada de todos los Restaurantes,Hace 3 años,maps,,,,,
Riviera Nayarit,5,hermosa. Playa bonitas olas,Hace 4 años,maps,,,,,
Riviera Nayarit,5,"Excelente sitio, para relajarte",Hace 3 años,maps,,,,,
Riviera Nayarit,5,Very nice and not crowded,Hace 2 años,maps,,,,,
